POINT(620616.831030121 8016407.21386606),-6.79730595413007,-12.9038724564669
POINT(610136.330915723 8012399.91300729),-6.22148053897055,-13.5052548458702
POINT(610387.558243209 8060361.93866154),-6.09015217162015,-12.7496627171834
POINT(632925.896505027 8012938.31788055),-5.2913603510773,-12.0887602923209
POINT(628111.382616277 7998855.01679497),-5.93924426614192,-12.2948055518301
POINT(608485.516659704 8040136.34335973),-4.90685935959567,-10.8913335744725
POINT(640813.374199655 8055846.48275681),-5.6043112194329,-11.7628951741938
POINT(609608.252134811 8006166.75117807),-5.40284055366851,-11.4324600403769
POINT(647907.009627386 8050564.74442071),-6.41067941565263,-12.2365983159919
POINT(614593.562579332 8033612.77190148),-5.03633695736266,-11.8027144482261
POINT(621486.805503936 8017380.53317856),-6.13633102283143,-12.5711437526502
POINT(602005.388082008 8042984.56778953),-5.94226961805109,-12.7161277637147
POINT(599711.366587604 7985261.73937778),-7.5030492125896,-13.8359096844991
POINT(595008.024728024 8009305.96010366),-5.51342239714505,-12.156221322846
POINT(604636.727664616 8025953.76951627),-5.88947880058958,-12.0733279679951
POINT(615076.57396843 8067950.39007146),-9.55871832579897,-16.4820283755921
POINT(607768.952051067 8011616.93379514),-5.01639768847248,-11.7245279947917
POINT(611028.706262251 8026457.70175588),-5.94998032586616,-12.9990189535576
POINT(619671.67528084 8071983.4587669),-8.22827292325204,-13.9263412910595
POINT(601191.390901246 8035645.40384028),-7.4542583833661,-14.3978805374681
POINT(625756.082195321 8012178.89576363),-5.18663032013073,-11.5581847324706
POINT(650874.550141556 8051910.80800264),-6.30634729904041,-13.0003684612743
POINT(599334.102596231 7998729.8074578),-5.21508404246548,-12.1241157096729
POINT(559968.152612495 8046559.46128128),-8.09732165252953,-13.7959272652342
POINT(602964.331398542 7997275.18322851),-6.54204618303399,-12.5385965631719
POINT(601034.702997113 7987784.81887992),-5.95767468004896,-13.2999443756907
POINT(598154.953854376 7987403.88988622),-5.2394983099218,-11.6546171757213
POINT(636792.84410729 8037588.65449371),-6.42849357374783,-12.3821542180818
POINT(650989.531723934 8002112.95451407),-6.27420207073814,-12.8670227987724
POINT(606117.044129638 7990226.44190295),-5.33236500254849,-11.6772691492449
POINT(608512.291518113 8029838.1404491),-5.74807648073163,-12.3513842130962
POINT(592307.973364065 8009886.44922062),-6.74307070280376,-13.3933366307041
POINT(654401.580197681 8037196.79419188),-5.63634008692022,-12.497573066176
POINT(600243.536698574 8009575.24101182),-5.65774195445211,-12.2992750636318
POINT(617772.218629488 8055094.69778986),-5.82952492488058,-12.7117875919007
POINT(628696.051634279 7998759.91927083),-4.96135034216078,-11.5435359101546
POINT(654951.456432612 8039100.99441169),-5.32551184871741,-12.1278923603526
POINT(621502.213176868 8065152.03433777),-6.59176473450242,-12.4260565774483
POINT(612300.776993141 8055748.91943083),-5.67473084466499,-12.3948020767747
POINT(604415.958949902 7987993.50775622),-7.06543108454922,-13.3400720295153
POINT(652460.950139227 8036186.61188113),-4.62835485475105,-11.6674498675162
POINT(623034.844913659 8024744.48799895),-4.73730138571639,-11.7751348562408
